שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
"מגיד משנה על משנה תורה, הלכות גניבה.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר נזיקין/מגיד משנה על משנה תורה, הלכות גניבה.txt",sefaria,336
"מגיד משנה על משנה תורה, הלכות גזילה ואבידה.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר נזיקין/מגיד משנה על משנה תורה, הלכות גזילה ואבידה.txt",sefaria,710
"מגיד משנה על משנה תורה, הלכות נזקי ממון.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר נזיקין/מגיד משנה על משנה תורה, הלכות נזקי ממון.txt",sefaria,506
"מגיד משנה על משנה תורה, הלכות איסורי ביאה.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר קדושה/מגיד משנה על משנה תורה, הלכות איסורי ביאה.txt",sefaria,1186
"מגיד משנה על משנה תורה, הלכות מאכלות אסורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר קדושה/מגיד משנה על משנה תורה, הלכות מאכלות אסורות.txt",sefaria,494
"מגיד משנה על משנה תורה, הלכות שחיטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר קדושה/מגיד משנה על משנה תורה, הלכות שחיטה.txt",sefaria,723
"מגיד משנה על משנה תורה, הלכות שכנים.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר קניין/מגיד משנה על משנה תורה, הלכות שכנים.txt",sefaria,488
"מגיד משנה על משנה תורה, הלכות זכייה ומתנה.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר קניין/מגיד משנה על משנה תורה, הלכות זכייה ומתנה.txt",sefaria,510
"מגיד משנה על משנה תורה, הלכות מכירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר קניין/מגיד משנה על משנה תורה, הלכות מכירה.txt",sefaria,1127
"מגיד משנה על משנה תורה, הלכות שביתת עשור.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר זמנים/מגיד משנה על משנה תורה, הלכות שביתת עשור.txt",sefaria,93
"מגיד משנה על משנה תורה, הלכות חמץ ומצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר זמנים/מגיד משנה על משנה תורה, הלכות חמץ ומצה.txt",sefaria,312
"מגיד משנה על משנה תורה, הלכות עירובין.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר זמנים/מגיד משנה על משנה תורה, הלכות עירובין.txt",sefaria,395
"מגיד משנה על משנה תורה, הלכות שביתת יום טוב.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר זמנים/מגיד משנה על משנה תורה, הלכות שביתת יום טוב.txt",sefaria,497
"מגיד משנה על משנה תורה, הלכות שבת.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר זמנים/מגיד משנה על משנה תורה, הלכות שבת.txt",sefaria,1918
"מגיד משנה על משנה תורה, הלכות מגילה וחנוכה.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר זמנים/מגיד משנה על משנה תורה, הלכות מגילה וחנוכה.txt",sefaria,170
"מגיד משנה על משנה תורה, הלכות שופר וסוכה ולולב.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר זמנים/מגיד משנה על משנה תורה, הלכות שופר וסוכה ולולב.txt",sefaria,368
"מגיד משנה על משנה תורה, הלכות תעניות.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר זמנים/מגיד משנה על משנה תורה, הלכות תעניות.txt",sefaria,179
"מגיד משנה על משנה תורה, הלכות גירושין.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר נשים/מגיד משנה על משנה תורה, הלכות גירושין.txt",sefaria,755
"מגיד משנה על משנה תורה, הלכות אישות.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר נשים/מגיד משנה על משנה תורה, הלכות אישות.txt",sefaria,1409
"מגיד משנה על משנה תורה, הלכות יבום וחליצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר נשים/מגיד משנה על משנה תורה, הלכות יבום וחליצה.txt",sefaria,419
"מגיד משנה על משנה תורה, הלכות שאלה ופיקדון.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר משפטים/מגיד משנה על משנה תורה, הלכות שאלה ופיקדון.txt",sefaria,236
"מגיד משנה על משנה תורה, הלכות נחלות.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר משפטים/מגיד משנה על משנה תורה, הלכות נחלות.txt",sefaria,309
"מגיד משנה על משנה תורה, הלכות שכירות.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר משפטים/מגיד משנה על משנה תורה, הלכות שכירות.txt",sefaria,511
"מגיד משנה על משנה תורה, הלכות טוען ונטען.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר משפטים/מגיד משנה על משנה תורה, הלכות טוען ונטען.txt",sefaria,439
"מגיד משנה על משנה תורה, הלכות מלווה ולווה.txt","אוצריא/הלכה/משנה תורה/מפרשים/מגיד משנה/ספר משפטים/מגיד משנה על משנה תורה, הלכות מלווה ולווה.txt",sefaria,940
"דברי ירמיהו על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר מדע/דברי ירמיהו על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt",sefaria,319
"דברי ירמיהו על משנה תורה, הלכות יסודי התורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר מדע/דברי ירמיהו על משנה תורה, הלכות יסודי התורה.txt",sefaria,130
"דברי ירמיהו על משנה תורה, הלכות תלמוד תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר מדע/דברי ירמיהו על משנה תורה, הלכות תלמוד תורה.txt",sefaria,101
"דברי ירמיהו על משנה תורה, הלכות תשובה.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר מדע/דברי ירמיהו על משנה תורה, הלכות תשובה.txt",sefaria,79
"דברי ירמיהו על משנה תורה, הלכות דעות.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר מדע/דברי ירמיהו על משנה תורה, הלכות דעות.txt",sefaria,72
"דברי ירמיהו על משנה תורה, הלכות שביתת עשור.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר זמנים/דברי ירמיהו על משנה תורה, הלכות שביתת עשור.txt",sefaria,44
"דברי ירמיהו על משנה תורה, הלכות שופר וסוכה ולולב.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר זמנים/דברי ירמיהו על משנה תורה, הלכות שופר וסוכה ולולב.txt",sefaria,123
"דברי ירמיהו על משנה תורה, הלכות קידוש החודש.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר זמנים/דברי ירמיהו על משנה תורה, הלכות קידוש החודש.txt",sefaria,28
"דברי ירמיהו על משנה תורה, הלכות שביתת יום טוב.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר זמנים/דברי ירמיהו על משנה תורה, הלכות שביתת יום טוב.txt",sefaria,188
"דברי ירמיהו על משנה תורה, הלכות מגילה וחנוכה.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר זמנים/דברי ירמיהו על משנה תורה, הלכות מגילה וחנוכה.txt",sefaria,57
"דברי ירמיהו על משנה תורה, הלכות שקלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר זמנים/דברי ירמיהו על משנה תורה, הלכות שקלים.txt",sefaria,60
"דברי ירמיהו על משנה תורה, הלכות חמץ ומצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר זמנים/דברי ירמיהו על משנה תורה, הלכות חמץ ומצה.txt",sefaria,84
"דברי ירמיהו על משנה תורה, הלכות עירובין.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר זמנים/דברי ירמיהו על משנה תורה, הלכות עירובין.txt",sefaria,92
"דברי ירמיהו על משנה תורה, הלכות שבת.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר זמנים/דברי ירמיהו על משנה תורה, הלכות שבת.txt",sefaria,611
"דברי ירמיהו על משנה תורה, הלכות תעניות.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר זמנים/דברי ירמיהו על משנה תורה, הלכות תעניות.txt",sefaria,34
"דברי ירמיהו על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר אהבה/דברי ירמיהו על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt",sefaria,150
"דברי ירמיהו על משנה תורה, הלכות מילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר אהבה/דברי ירמיהו על משנה תורה, הלכות מילה.txt",sefaria,52
"דברי ירמיהו על משנה תורה, הלכות ציצית.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר אהבה/דברי ירמיהו על משנה תורה, הלכות ציצית.txt",sefaria,69
"דברי ירמיהו על משנה תורה, הלכות קריאת שמע.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר אהבה/דברי ירמיהו על משנה תורה, הלכות קריאת שמע.txt",sefaria,85
"דברי ירמיהו על משנה תורה, הלכות ברכות.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר אהבה/דברי ירמיהו על משנה תורה, הלכות ברכות.txt",sefaria,212
"דברי ירמיהו על משנה תורה, הלכות תפילה וברכת כהנים.txt","אוצריא/הלכה/משנה תורה/מפרשים/דברי ירמיהו/ספר אהבה/דברי ירמיהו על משנה תורה, הלכות תפילה וברכת כהנים.txt",sefaria,277
"יד איתן על משנה תורה, הלכות שגגות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר קורבנות/יד איתן על משנה תורה, הלכות שגגות.txt",sefaria,14
"יד איתן על משנה תורה, הלכות חגיגה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר קורבנות/יד איתן על משנה תורה, הלכות חגיגה.txt",sefaria,16
"יד איתן על משנה תורה, הלכות תמורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר קורבנות/יד איתן על משנה תורה, הלכות תמורה.txt",sefaria,19
"יד איתן על משנה תורה, הלכות קרבן פסח.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר קורבנות/יד איתן על משנה תורה, הלכות קרבן פסח.txt",sefaria,31
"יד איתן על משנה תורה, הלכות בכורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר קורבנות/יד איתן על משנה תורה, הלכות בכורות.txt",sefaria,26
"יד איתן על משנה תורה, הלכות גניבה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר נזיקין/יד איתן על משנה תורה, הלכות גניבה.txt",sefaria,25
"יד איתן על משנה תורה, הלכות רוצח ושמירת נפש.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר נזיקין/יד איתן על משנה תורה, הלכות רוצח ושמירת נפש.txt",sefaria,30
"יד איתן על משנה תורה, הלכות חובל ומזיק.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר נזיקין/יד איתן על משנה תורה, הלכות חובל ומזיק.txt",sefaria,14
"יד איתן על משנה תורה, הלכות נזקי ממון.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר נזיקין/יד איתן על משנה תורה, הלכות נזקי ממון.txt",sefaria,25
"יד איתן על משנה תורה, הלכות גזילה ואבידה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר נזיקין/יד איתן על משנה תורה, הלכות גזילה ואבידה.txt",sefaria,24
"יד איתן על משנה תורה, הלכות מאכלות אסורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר קדושה/יד איתן על משנה תורה, הלכות מאכלות אסורות.txt",sefaria,29
"יד איתן על משנה תורה, הלכות איסורי ביאה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר קדושה/יד איתן על משנה תורה, הלכות איסורי ביאה.txt",sefaria,22
"יד איתן על משנה תורה, הלכות שחיטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר קדושה/יד איתן על משנה תורה, הלכות שחיטה.txt",sefaria,14
"יד איתן על משנה תורה, הלכות מכירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר קניין/יד איתן על משנה תורה, הלכות מכירה.txt",sefaria,28
"יד איתן על משנה תורה, הלכות זכייה ומתנה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר קניין/יד איתן על משנה תורה, הלכות זכייה ומתנה.txt",sefaria,9
"יד איתן על משנה תורה, הלכות עבדים.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר קניין/יד איתן על משנה תורה, הלכות עבדים.txt",sefaria,27
"יד איתן על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר מדע/יד איתן על משנה תורה, הלכות עבודה זרה וחוקות הגויים.txt",sefaria,41
"יד איתן על משנה תורה, הלכות תלמוד תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר מדע/יד איתן על משנה תורה, הלכות תלמוד תורה.txt",sefaria,11
"יד איתן על משנה תורה, הלכות תשובה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר מדע/יד איתן על משנה תורה, הלכות תשובה.txt",sefaria,24
"יד איתן על משנה תורה, הלכות דעות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר מדע/יד איתן על משנה תורה, הלכות דעות.txt",sefaria,22
"יד איתן על משנה תורה, הלכות יסודי התורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר מדע/יד איתן על משנה תורה, הלכות יסודי התורה.txt",sefaria,19
"יד איתן על משנה תורה, הלכות מתנות עניים.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זרעים/יד איתן על משנה תורה, הלכות מתנות עניים.txt",sefaria,13
"יד איתן על משנה תורה, הלכות שמיטה ויובל.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זרעים/יד איתן על משנה תורה, הלכות שמיטה ויובל.txt",sefaria,31
"יד איתן על משנה תורה, הלכות מעשר שני ונטע רבעי.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זרעים/יד איתן על משנה תורה, הלכות מעשר שני ונטע רבעי.txt",sefaria,20
"יד איתן על משנה תורה, הלכות ביכורים ושאר מתנות כהונה שבגבולין.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זרעים/יד איתן על משנה תורה, הלכות ביכורים ושאר מתנות כהונה שבגבולין.txt",sefaria,21
"יד איתן על משנה תורה, הלכות מעשרות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זרעים/יד איתן על משנה תורה, הלכות מעשרות.txt",sefaria,26
"יד איתן על משנה תורה, הלכות כלאים.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זרעים/יד איתן על משנה תורה, הלכות כלאים.txt",sefaria,12
"יד איתן על משנה תורה, הלכות תרומות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זרעים/יד איתן על משנה תורה, הלכות תרומות.txt",sefaria,37
"יד איתן על משנה תורה, הלכות אבל.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר שופטים/יד איתן על משנה תורה, הלכות אבל.txt",sefaria,13
"יד איתן על משנה תורה, הלכות מלכים ומלחמות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר שופטים/יד איתן על משנה תורה, הלכות מלכים ומלחמות.txt",sefaria,42
"יד איתן על משנה תורה, הלכות עדות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר שופטים/יד איתן על משנה תורה, הלכות עדות.txt",sefaria,22
"יד איתן על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר שופטים/יד איתן על משנה תורה, הלכות סנהדרין והעונשין המסורין להם.txt",sefaria,26
"יד איתן על משנה תורה, הלכות ממרים.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר שופטים/יד איתן על משנה תורה, הלכות ממרים.txt",sefaria,11
"יד איתן על משנה תורה, הלכות שופר וסוכה ולולב.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זמנים/יד איתן על משנה תורה, הלכות שופר וסוכה ולולב.txt",sefaria,6
"יד איתן על משנה תורה, הלכות עירובין.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זמנים/יד איתן על משנה תורה, הלכות עירובין.txt",sefaria,6
"יד איתן על משנה תורה, הלכות שביתת עשור.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זמנים/יד איתן על משנה תורה, הלכות שביתת עשור.txt",sefaria,6
"יד איתן על משנה תורה, הלכות שבת.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זמנים/יד איתן על משנה תורה, הלכות שבת.txt",sefaria,75
"יד איתן על משנה תורה, הלכות תעניות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זמנים/יד איתן על משנה תורה, הלכות תעניות.txt",sefaria,15
"יד איתן על משנה תורה, הלכות שביתת יום טוב.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זמנים/יד איתן על משנה תורה, הלכות שביתת יום טוב.txt",sefaria,19
"יד איתן על משנה תורה, הלכות חמץ ומצה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זמנים/יד איתן על משנה תורה, הלכות חמץ ומצה.txt",sefaria,22
"יד איתן על משנה תורה, הלכות קידוש החודש.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר זמנים/יד איתן על משנה תורה, הלכות קידוש החודש.txt",sefaria,6
"יד איתן על משנה תורה, הלכות מילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר אהבה/יד איתן על משנה תורה, הלכות מילה.txt",sefaria,6
"יד איתן על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר אהבה/יד איתן על משנה תורה, הלכות תפילין ומזוזה וספר תורה.txt",sefaria,17
"יד איתן על משנה תורה, הלכות תפילה וברכת כהנים.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר אהבה/יד איתן על משנה תורה, הלכות תפילה וברכת כהנים.txt",sefaria,12
"יד איתן על משנה תורה, הלכות ברכות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר אהבה/יד איתן על משנה תורה, הלכות ברכות.txt",sefaria,15
"יד איתן על משנה תורה, הלכות ציצית.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר אהבה/יד איתן על משנה תורה, הלכות ציצית.txt",sefaria,6
"יד איתן על משנה תורה, הלכות שאר אבות הטומאות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר טהרה/יד איתן על משנה תורה, הלכות שאר אבות הטומאות.txt",sefaria,22
"יד איתן על משנה תורה, הלכות טומאת צרעת.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר טהרה/יד איתן על משנה תורה, הלכות טומאת צרעת.txt",sefaria,9
"יד איתן על משנה תורה, הלכות כלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר טהרה/יד איתן על משנה תורה, הלכות כלים.txt",sefaria,9
"יד איתן על משנה תורה, הלכות מקואות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר טהרה/יד איתן על משנה תורה, הלכות מקואות.txt",sefaria,6
"יד איתן על משנה תורה, הלכות טומאת אוכלים.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר טהרה/יד איתן על משנה תורה, הלכות טומאת אוכלים.txt",sefaria,20
"יד איתן על משנה תורה, הלכות פרה אדומה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר טהרה/יד איתן על משנה תורה, הלכות פרה אדומה.txt",sefaria,15
"יד איתן על משנה תורה, הלכות טומאת מת.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר טהרה/יד איתן על משנה תורה, הלכות טומאת מת.txt",sefaria,8
"יד איתן על משנה תורה, הלכות מטמאי משכב ומושב.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר טהרה/יד איתן על משנה תורה, הלכות מטמאי משכב ומושב.txt",sefaria,20
"יד איתן על משנה תורה, הלכות אישות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר נשים/יד איתן על משנה תורה, הלכות אישות.txt",sefaria,32
"יד איתן על משנה תורה, הלכות סוטה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר נשים/יד איתן על משנה תורה, הלכות סוטה.txt",sefaria,8
"יד איתן על משנה תורה, הלכות שכירות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר משפטים/יד איתן על משנה תורה, הלכות שכירות.txt",sefaria,9
"יד איתן על משנה תורה, הלכות מלווה ולווה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר משפטים/יד איתן על משנה תורה, הלכות מלווה ולווה.txt",sefaria,12
"יד איתן על משנה תורה, הלכות מעשה הקרבנות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר עבודה/יד איתן על משנה תורה, הלכות מעשה הקרבנות.txt",sefaria,59
"יד איתן על משנה תורה, הלכות כלי המקדש והעובדין בו.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר עבודה/יד איתן על משנה תורה, הלכות כלי המקדש והעובדין בו.txt",sefaria,47
"יד איתן על משנה תורה, הלכות פסולי המוקדשין.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר עבודה/יד איתן על משנה תורה, הלכות פסולי המוקדשין.txt",sefaria,50
"יד איתן על משנה תורה, הלכות בית הבחירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר עבודה/יד איתן על משנה תורה, הלכות בית הבחירה.txt",sefaria,39
"יד איתן על משנה תורה, הלכות תמידים ומוספין.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר עבודה/יד איתן על משנה תורה, הלכות תמידים ומוספין.txt",sefaria,27
"יד איתן על משנה תורה, הלכות איסורי המזבח.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר עבודה/יד איתן על משנה תורה, הלכות איסורי המזבח.txt",sefaria,19
"יד איתן על משנה תורה, הלכות ביאת מקדש.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר עבודה/יד איתן על משנה תורה, הלכות ביאת מקדש.txt",sefaria,38
"יד איתן על משנה תורה, הלכות מעילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר עבודה/יד איתן על משנה תורה, הלכות מעילה.txt",sefaria,25
"יד איתן על משנה תורה, הלכות עבודת יום הכפורים.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר עבודה/יד איתן על משנה תורה, הלכות עבודת יום הכפורים.txt",sefaria,15
"יד איתן על משנה תורה, הלכות נזירות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר הפלאה/יד איתן על משנה תורה, הלכות נזירות.txt",sefaria,23
"יד איתן על משנה תורה, הלכות ערכים וחרמין.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר הפלאה/יד איתן על משנה תורה, הלכות ערכים וחרמין.txt",sefaria,45
"יד איתן על משנה תורה, הלכות נדרים.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר הפלאה/יד איתן על משנה תורה, הלכות נדרים.txt",sefaria,21
"יד איתן על משנה תורה, הלכות שבועות.txt","אוצריא/הלכה/משנה תורה/מפרשים/יד איתן/ספר הפלאה/יד איתן על משנה תורה, הלכות שבועות.txt",sefaria,24
"הר המוריה על משנה תורה, הלכות קרבן פסח.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר קורבנות/הר המוריה על משנה תורה, הלכות קרבן פסח.txt",sefaria,467
"הר המוריה על משנה תורה, הלכות שגגות.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר קורבנות/הר המוריה על משנה תורה, הלכות שגגות.txt",sefaria,549
"הר המוריה על משנה תורה, הלכות תמורה.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר קורבנות/הר המוריה על משנה תורה, הלכות תמורה.txt",sefaria,175
"הר המוריה על משנה תורה, הלכות חגיגה.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר קורבנות/הר המוריה על משנה תורה, הלכות חגיגה.txt",sefaria,139
"הר המוריה על משנה תורה, הלכות מחוסרי כפרה.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר קורבנות/הר המוריה על משנה תורה, הלכות מחוסרי כפרה.txt",sefaria,209
"הר המוריה על משנה תורה, הלכות בכורות.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר קורבנות/הר המוריה על משנה תורה, הלכות בכורות.txt",sefaria,395
"הר המוריה על משנה תורה, הלכות ביאת מקדש.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר עבודה/הר המוריה על משנה תורה, הלכות ביאת מקדש.txt",sefaria,539
"הר המוריה על משנה תורה, הלכות בית הבחירה.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר עבודה/הר המוריה על משנה תורה, הלכות בית הבחירה.txt",sefaria,431
"הר המוריה על משנה תורה, הלכות פסולי המוקדשין.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר עבודה/הר המוריה על משנה תורה, הלכות פסולי המוקדשין.txt",sefaria,1152
"הר המוריה על משנה תורה, הלכות עבודת יום הכפורים.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר עבודה/הר המוריה על משנה תורה, הלכות עבודת יום הכפורים.txt",sefaria,320
"הר המוריה על משנה תורה, הלכות כלי המקדש והעובדין בו.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר עבודה/הר המוריה על משנה תורה, הלכות כלי המקדש והעובדין בו.txt",sefaria,544
"הר המוריה על משנה תורה, הלכות איסורי המזבח.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר עבודה/הר המוריה על משנה תורה, הלכות איסורי המזבח.txt",sefaria,376
"הר המוריה על משנה תורה, הלכות מעשה הקרבנות.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר עבודה/הר המוריה על משנה תורה, הלכות מעשה הקרבנות.txt",sefaria,1248
"הר המוריה על משנה תורה, הלכות מעילה.txt","אוצריא/הלכה/משנה תורה/מפרשים/הר המוריה/ספר עבודה/הר המוריה על משנה תורה, הלכות מעילה.txt",sefaria,377
